Holdings details

Total Stock Market ETF (VTI)


Equity,as of 06/30/2021

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SECTOR,COUNTRY,SECURITY DEPOSITORY RECEIPT TYPE,MARKET VALUE*,SHARES
,2611206,Murphy Oil Corp.,MUR,<0.01%,Oil & Gas Exploration & Production,US,---,"$96,814,303.20","4,158,690"
,2492337,Hain Celestial Group Inc.,HAIN,<0.01%,Packaged Foods & Meats,US,---,"$96,706,451.60","2,410,430"
,BCZWJ63,Murphy USA Inc.,MUSA,<0.01%,Automotive Retail,US,---,"$96,557,079.23","723,979"
,2401195,Haemonetics Corp.,HAE,<0.01%,Health Care Supplies,US,---,"$96,437,609.52","1,447,143"
,2339252,White Mountains Insurance Group Ltd.,WTM,<0.01%,Property & Casualty Insurance,US,---,"$96,200,321.88","83,796"
,B00V7H8,Assured Guaranty Ltd.,AGO,<0.01%,Property & Casualty Insurance,US,---,"$96,191,251.36","2,025,932"
,B07LST0,ExlService Holdings Inc.,EXLS,<0.01%,Data Processing & Outsourced Services,US,---,"$96,111,744.96","904,496"
,BCBVTX1,Agios Pharmaceuticals Inc.,AGIO,<0.01%,Biotechnology,US,---,"$96,044,881.35","1,742,785"
,BKZ7N95,Onto Innovation Inc.,ONTO,<0.01%,Semiconductor Equipment,US,---,"$95,970,250.64","1,313,941"
,B0XXJN1,PotlatchDeltic Corp.,PCH,<0.01%,Specialized REITs,US,---,"$95,895,462.30","1,804,242"
,B4N0JJ6,Visteon Corp.,VC,<0.01%,Auto Parts & Equipment,US,---,"$95,887,399.94","792,851"
,2601326,Meritage Homes Corp.,MTH,<0.01%,Homebuilding,US,---,"$95,806,179.84","1,018,348"
,BKWD3M9,Progyny Inc.,PGNY,<0.01%,Managed Health Care,US,---,"$95,780,600.00","1,623,400"
,2085878,Bed Bath & Beyond Inc.,BBBY,<0.01%,Homefurnishing Retail,US,---,"$95,752,892.54","2,876,326"
,BF0DMK7,Iovance Biotherapeutics Inc.,IOVA,<0.01%,Biotechnology,US,---,"$95,627,715.24","3,675,162"
,BM9ZJT1,nCino Inc.,NCNO,<0.01%,Application Software,US,---,"$95,609,850.00","1,595,625"
,2809324,Silgan Holdings Inc.,SLGN,<0.01%,Metal & Glass Containers,US,---,"$95,541,258.50","2,302,199"
,2270500,Diodes Inc.,DIOD,<0.01%,Semiconductors,US,---,"$95,440,178.34","1,196,442"
,2074070,Bank of Hawaii Corp.,BOH,<0.01%,Regional Banks,US,---,"$95,253,662.20","1,131,010"
,BLGJ610,Warner Music Group Corp.,WMG,<0.01%,Movies & Entertainment,US,---,"$94,935,811.16","2,634,179"
,2038849,Ameris Bancorp,ABCB,<0.01%,Regional Banks,US,---,"$94,875,708.89","1,873,903"
,B7XJTN8,Qualys Inc.,QLYS,<0.01%,Systems Software,US,---,"$94,548,212.07","939,003"
,2733092,Rent-A-Center Inc./TX,RCII,<0.01%,Computer & Electronics Retail,US,---,"$94,122,298.50","1,773,550"
,BDHF495,Atkore Inc.,ATKR,<0.01%,Electrical Components & Equipment,US,---,"$94,070,882.00","1,324,942"
,BMH0MP5,ServisFirst Bancshares Inc.,SFBS,<0.01%,Regional Banks,US,---,"$93,986,020.92","1,382,554"
,2855855,Asbury Automotive Group Inc.,ABG,<0.01%,Automotive Retail,US,---,"$93,963,884.70","548,310"
,2354664,HB Fuller Co.,FUL,<0.01%,Specialty Chemicals,US,---,"$93,631,375.60","1,471,960"
,BLP5GX1,Navient Corp.,NAVI,<0.01%,Consumer Finance,US,---,"$93,250,703.52","4,824,144"
,B06RWD1,Cogent Communications Holdings Inc.,CCOI,<0.01%,Alternative Carriers,US,---,"$93,046,357.47","1,210,123"
,2007281,Insperity Inc.,NSP,<0.01%,Human Resource & Employment Services,US,---,"$92,952,955.34","1,028,582"
,B3ZG8F4,Spirit Airlines Inc.,SAVE,<0.01%,Airlines,US,---,"$92,630,472.44","3,043,051"
,BYQHPY1,Cloudera Inc.,CLDR,<0.01%,Application Software,US,---,"$92,475,330.22","5,830,727"
,BLFGN66,PROG Holdings Inc.,PRG,<0.01%,Consumer Finance,US,---,"$92,427,119.32","1,920,364"
,2553911,Steven Madden Ltd.,SHOO,<0.01%,Footwear,US,---,"$92,422,651.60","2,112,035"
,2229126,Columbia Sportswear Co.,COLM,<0.01%,"Apparel, Accessories & Luxury Goods",US,---,"$92,365,941.60","939,060"
,BD4LHG4,Ingevity Corp.,NGVT,<0.01%,Specialty Chemicals,US,---,"$92,242,550.88","1,133,758"
,BXRTX56,Apple Hospitality REIT Inc.,APLE,<0.01%,Hotel & Resort REITs,US,---,"$92,100,890.70","6,035,445"
,2614487,Insmed Inc.,INSM,<0.01%,Biotechnology,US,---,"$91,979,703.24","3,231,894"
,2696117,Papa John's International Inc.,PZZA,<0.01%,Restaurants,US,---,"$91,851,742.36","879,469"
,BJBT0Q4,Antero Midstream Corp.,AM,<0.01%,Oil & Gas Storage & Transportation,US,---,"$91,540,523.55","8,810,445"
,2162500,Cabot Corp.,CBT,<0.01%,Commodity Chemicals,US,---,"$91,527,271.88","1,607,716"
,BD8QGF7,Liberty Media Corp-Liberty SiriusXM,LSXMA,<0.01%,Cable & Satellite,US,---,"$91,514,049.12","1,964,664"
,B832462,Taylor Morrison Home Corp.,TMHC,<0.01%,Homebuilding,US,---,"$91,507,017.42","3,463,551"
,2977209,Texas Capital Bancshares Inc.,TCBI,<0.01%,Regional Banks,US,---,"$91,311,952.90","1,438,210"
,B404719,Cornerstone OnDemand Inc.,CSOD,<0.01%,Application Software,US,---,"$91,184,207.18","1,767,821"
,BYQCZ35,Madison Square Garden Sports Corp.,MSGS,<0.01%,Movies & Entertainment,US,---,"$91,115,406.87","527,991"
,BMBM6H7,Nikola Corp.,NKLA,<0.01%,Construction Machinery & Heavy Trucks,US,---,"$90,378,651.30","5,004,355"
,BH3Z4P3,New Fortress Energy Inc.,NFE,<0.01%,Oil & Gas Refining & Marketing,US,---,"$90,320,011.36","2,384,372"
,BMHT4M3,Investors Bancorp Inc.,ISBC,<0.01%,Regional Banks,US,---,"$90,297,542.76","6,332,226"
,BDD19P8,Allakos Inc.,ALLK,<0.01%,Biotechnology,US,---,"$90,213,637.69","1,056,737"
,2120490,Casella Waste Systems Inc.,CWST,<0.01%,Environmental & Facilities Services,US,---,"$90,103,583.60","1,420,520"
,2715186,Quaker Chemical Corp.,KWR,<0.01%,Specialty Chemicals,US,---,"$89,987,276.91","379,389"
,2246288,Federated Hermes Inc.,FHI,<0.01%,Asset Management & Custody Banks,US,---,"$89,924,742.15","2,651,865"
,2934033,Medifast Inc.,MED,<0.01%,Personal Products,US,---,"$89,854,073.44","317,528"
,2420101,Helmerich & Payne Inc.,HP,<0.01%,Oil & Gas Drilling,US,---,"$89,803,241.84","2,752,168"
,BKVDKY1,Multiplan Corp.,MPLN,<0.01%,Health Care Technology,US,---,"$89,685,778.00","9,420,775"
,BKMG1N5,1Life Healthcare Inc.,ONEM,<0.01%,Health Care Services,US,---,"$89,668,869.42","2,712,307"
,BFFK0X2,Essential Properties Realty Trust Inc.,EPRT,<0.01%,Diversified REITs,US,---,"$89,505,915.20","3,310,130"
,2884224,Terex Corp.,TEX,<0.01%,Construction Machinery & Heavy Trucks,US,---,"$89,426,026.58","1,877,909"
,BF27XF9,Simply Good Foods Co.,SMPL,<0.01%,Packaged Foods & Meats,US,---,"$89,362,971.30","2,447,630"
,BMFLXR9,Duck Creek Technologies Inc.,DCT,<0.01%,Application Software,US,---,"$89,329,336.76","2,053,076"
,BJ9N563,Sunnova Energy International Inc.,NOVA,<0.01%,Renewable Electricity,US,---,"$89,192,023.34","2,368,349"
,2350383,Franklin Electric Co. Inc.,FELE,<0.01%,Industrial Machinery,US,---,"$89,130,085.96","1,105,558"
,BYQ44Y5,LCI Industries,LCII,<0.01%,Auto Parts & Equipment,US,---,"$89,114,719.22","678,091"
,B7KY3Z6,EVERTEC Inc.,EVTC,<0.01%,Data Processing & Outsourced Services,US,---,"$89,098,947.45","2,041,213"
,2756152,Corporate Office Properties Trust,OFC,<0.01%,Office REITs,US,---,"$89,087,999.49","3,182,851"
,B43VKB8,Six Flags Entertainment Corp.,SIX,<0.01%,Leisure Facilities,US,---,"$88,988,916.88","2,056,121"
,BMDJ085,Shoals Technologies Group Inc.,SHLS,<0.01%,Electrical Components & Equipment,US,---,"$88,969,851.50","2,506,193"
,BD6D4Y5,Altair Engineering Inc.,ALTR,<0.01%,Application Software,US,---,"$88,427,540.52","1,282,116"
,B8FW545,Artisan Partners Asset Management Inc.,APAM,<0.01%,Asset Management & Custody Banks,US,---,"$88,418,058.96","1,739,828"
,2657750,CNO Financial Group Inc.,CNO,<0.01%,Life & Health Insurance,US,---,"$88,248,500.74","3,736,177"
,B03L311,Ormat Technologies Inc.,ORA,<0.01%,Renewable Electricity,US,---,"$88,202,351.03","1,268,551"
,B1Q76J2,Enstar Group Ltd.,ESGR,<0.01%,Reinsurance,US,---,"$88,123,491.72","368,841"
,BD06LM7,Integer Holdings Corp.,ITGR,<0.01%,Health Care Equipment,US,---,"$88,062,304.80","934,844"
,2454445,Nektar Therapeutics,NKTR,<0.01%,Pharmaceuticals,US,---,"$88,034,369.28","5,130,208"
,2362128,GATX Corp.,GATX,<0.01%,Trading Companies & Distributors,US,---,"$88,005,532.50","994,750"
,BMZ2WT7,Bumble Inc.,BMBL,<0.01%,Interactive Media & Services,US,---,"$87,824,563.20","1,524,732"
,BNG3RZ7,Leslie's Inc.,LESL,<0.01%,Specialty Stores,US,---,"$87,712,590.41","3,190,709"
,BF0FLW8,Amyris Inc.,AMRS,<0.01%,Specialty Chemicals,US,---,"$87,603,285.61","5,351,453"
,B4XBDV9,Pebblebrook Hotel Trust,PEB,<0.01%,Hotel & Resort REITs,US,---,"$87,449,486.70","3,713,354"
,BD9PM00,Livent Corp.,LTHM,<0.01%,Specialty Chemicals,US,---,"$87,412,858.72","4,515,127"
,BJVLKZ9,Cassava Sciences Inc.,SAVA,<0.01%,Pharmaceuticals,US,---,"$86,957,841.60","1,017,765"
,BK4PZ38,Vir Biotechnology Inc.,VIR,<0.01%,Biotechnology,US,---,"$86,820,074.88","1,836,296"
,BWWCK85,National Storage Affiliates Trust,NSA,<0.01%,Specialized REITs,US,---,"$86,741,797.76","1,715,621"
,B5B15Y5,MACOM Technology Solutions Holdings Inc.,MTSI,<0.01%,Semiconductors,US,---,"$86,561,250.48","1,350,831"
,B1HJLW5,Emergent BioSolutions Inc.,EBS,<0.01%,Biotechnology,US,---,"$86,328,550.88","1,370,512"
,B03PGL4,NorthWestern Corp.,NWE,<0.01%,Multi-Utilities,US,---,"$86,303,931.68","1,433,144"
,2419217,HEICO Corp.,HEI,<0.01%,Aerospace & Defense,US,---,"$86,270,725.86","618,783"
,B5B82X4,Hyatt Hotels Corp.,H,<0.01%,"Hotels, Resorts & Cruise Lines",US,---,"$86,120,073.72","1,109,223"
,BF7J7N6,Tenable Holdings Inc.,TENB,<0.01%,Systems Software,US,---,"$86,090,410.55","2,081,993"
,2707956,PS Business Parks Inc.,PSB,<0.01%,Diversified REITs,US,---,"$85,993,758.00","580,725"
,2810133,Simmons First National Corp.,SFNC,<0.01%,Regional Banks,US,---,"$85,875,157.98","2,926,897"
,BPH3N63,Equity Commonwealth,EQC,<0.01%,Office REITs,US,---,"$85,362,141.40","3,258,097"
,2665128,Owens & Minor Inc.,OMI,<0.01%,Health Care Distributors,US,---,"$85,339,904.46","2,016,062"
,BN15Y35,MP Materials Corp.,MP,<0.01%,Diversified Metals & Mining,US,---,"$85,265,068.04","2,313,214"
,BDZ30Q0,Arvinas Inc.,ARVN,<0.01%,Pharmaceuticals,US,---,"$85,180,557.00","1,106,241"
,2930149,Vishay Intertechnology Inc.,VSH,<0.01%,Electronic Components,US,---,"$85,116,125.05","3,774,551"
,2488121,Kennametal Inc.,KMT,<0.01%,Industrial Machinery,US,---,"$85,047,891.76","2,367,703"
,BP4GNK9,Sage Therapeutics Inc.,SAGE,<0.01%,Biotechnology,US,---,"$84,882,093.40","1,494,140"
,BHCB0P4,Intra-Cellular Therapies Inc.,ITCI,<0.01%,Pharmaceuticals,US,---,"$84,805,468.54","2,077,547"
,BZCG9B4,FirstCash Inc.,FCFS,<0.01%,Consumer Finance,US,---,"$84,768,825.96","1,108,959"
,2055718,Associated Banc-Corp,ASB,<0.01%,Regional Banks,US,---,"$84,719,636.48","4,136,701"
,2264235,Cathay General Bancorp,CATY,<0.01%,Regional Banks,US,---,"$84,659,227.20","2,150,895"
,2024901,ABM Industries Inc.,ABM,<0.01%,Environmental & Facilities Services,US,---,"$84,456,370.25","1,904,315"
,BKTNTS0,Sprout Social Inc.,SPT,<0.01%,Application Software,US,---,"$84,238,915.78","942,059"
,B2QGDP1,Hillenbrand Inc.,HI,<0.01%,Industrial Machinery,US,---,"$84,103,273.52","1,907,969"
,B02TS99,Beacon Roofing Supply Inc.,BECN,<0.01%,Trading Companies & Distributors,US,---,"$84,024,293.25","1,577,921"
,BGLN838,LiveRamp Holdings Inc.,RAMP,<0.01%,IT Consulting & Other Services,US,---,"$83,930,135.25","1,791,465"
,2942605,Avista Corp.,AVA,<0.01%,Multi-Utilities,US,---,"$83,894,553.75","1,966,125"
,B17VCN9,PTC Therapeutics Inc.,PTCT,<0.01%,Biotechnology,US,---,"$83,836,331.31","1,983,353"
,BLR7B52,Marathon Digital Holdings Inc.,MARA,<0.01%,Data Processing & Outsourced Services,US,---,"$83,743,156.10","2,669,530"
,BK1KWF7,Grocery Outlet Holding Corp.,GO,<0.01%,Food Retail,US,---,"$83,666,224.58","2,413,913"
,B4TZV44,Walker & Dunlop Inc.,WD,<0.01%,Thrifts & Mortgage Finance,US,---,"$83,611,928.92","801,034"
,BYP5773,Welbilt Inc.,WBT,<0.01%,Industrial Machinery,US,---,"$83,597,242.80","3,611,112"
,BKWBZZ0,2U Inc.,TWOU,<0.01%,Education Services,US,---,"$83,396,962.89","2,001,367"
,BCGCR79,Sprouts Farmers Market Inc.,SFM,<0.01%,Food Retail,US,---,"$83,387,057.60","3,355,616"
,B15M2C3,Allegiant Travel Co.,ALGT,<0.01%,Airlines,US,---,"$83,312,136.00","429,444"
,BFMQPR2,Cannae Holdings Inc.,CNNE,<0.01%,Multi-Sector Holdings,US,---,"$83,262,376.63","2,455,393"
,BYZFPN5,Energizer Holdings Inc.,ENR,<0.01%,Household Products,US,---,"$83,164,795.70","1,934,965"
,2713317,ACADIA Pharmaceuticals Inc.,ACAD,<0.01%,Biotechnology,US,---,"$82,841,317.92","3,396,528"
,BJSP4C9,Installed Building Products Inc.,IBP,<0.01%,Homebuilding,US,---,"$82,773,481.00","676,475"
,BMBPH06,API Group Corp.,APG,<0.01%,Construction & Engineering,US,---,"$82,644,307.74","3,956,166"
,BBL59X6,NanoString Technologies Inc.,NSTG,<0.01%,Life Sciences Tools & Services,US,---,"$82,627,594.06","1,275,314"
,BJDX8X7,Medallia Inc.,MDLA,<0.01%,Application Software,US,---,"$82,560,633.75","2,446,241"
,BJTJGC4,Kontoor Brands Inc.,KTB,<0.01%,"Apparel, Accessories & Luxury Goods",US,---,"$82,551,409.38","1,463,418"
,BD8PMK1,R1 RCM Inc.,RCM,<0.01%,Health Care Services,US,---,"$82,207,624.64","3,696,386"
,2825933,South Jersey Industries Inc.,SJI,<0.01%,Gas Utilities,US,---,"$82,129,722.59","3,167,363"
,2267171,American States Water Co.,AWR,<0.01%,Water Utilities,US,---,"$82,085,950.44","1,031,749"
,2764188,SM Energy Co.,SM,<0.01%,Oil & Gas Exploration & Production,US,---,"$81,949,059.15","3,327,205"
,2037170,8x8 Inc.,EGHT,<0.01%,Application Software,US,---,"$81,662,452.56","2,941,731"
,2069128,Badger Meter Inc.,BMI,<0.01%,Electronic Equipment & Instruments,US,---,"$81,403,491.84","829,632"
,B01ZP20,Westlake Chemical Corp.,WLK,<0.01%,Commodity Chemicals,US,---,"$81,347,306.04","902,956"
,2693914,TriNet Group Inc.,TNET,<0.01%,Human Resource & Employment Services,US,---,"$81,344,666.40","1,122,305"
,2626125,National Health Investors Inc.,NHI,<0.01%,Health Care REITs,US,---,"$81,336,477.60","1,213,072"
,2004185,Abercrombie & Fitch Co.,ANF,<0.01%,Apparel Retail,US,---,"$81,147,382.48","1,747,736"
,BFZ9DB8,Atlantic Union Bankshares Corp.,AUB,<0.01%,Regional Banks,US,---,"$81,112,879.00","2,239,450"
,BJXBP30,Turning Point Therapeutics Inc.,TPTX,<0.01%,Biotechnology,US,---,"$81,024,472.18","1,038,509"
,B1Z4VB1,Macquarie Infrastructure Corp.,MIC,<0.01%,Airport Services,US,---,"$80,978,554.60","2,115,980"
,B3RDWC8,MaxLinear Inc.,MXL,<0.01%,Semiconductors,US,---,"$80,897,560.80","1,903,920"
,BFXC933,Kodiak Sciences Inc.,KOD,<0.01%,Biotechnology,US,---,"$80,817,930.00","869,010"
,BBBSMJ2,Coty Inc.,COTY,<0.01%,Personal Products,US,---,"$80,745,121.92","8,645,088"
,2561204,MDC Holdings Inc.,MDC,<0.01%,Homebuilding,US,---,"$80,559,197.40","1,592,079"
,2718594,Dorman Products Inc.,DORM,<0.01%,Auto Parts & Equipment,US,---,"$80,438,797.04","775,912"
,2616870,Nu Skin Enterprises Inc.,NUS,<0.01%,Personal Products,US,---,"$80,429,517.30","1,419,762"
,2891826,FormFactor Inc.,FORM,<0.01%,Semiconductor Equipment,US,---,"$80,424,160.74","2,205,819"
,BGPZ5W8,Arcosa Inc.,ACA,<0.01%,Construction & Engineering,US,---,"$80,408,011.20","1,368,880"
,BJ7JPH4,PagerDuty Inc.,PD,<0.01%,Application Software,US,---,"$80,244,948.02","1,884,569"
,BF3BNF0,BancorpSouth Bank,BXS,<0.01%,Regional Banks,US,---,"$80,236,820.93","2,832,221"
,BF0SR29,Hamilton Lane Inc.,HLNE,<0.01%,Asset Management & Custody Banks,US,---,"$80,131,292.48","879,404"
,2193544,Brinker International Inc.,EAT,<0.01%,Restaurants,US,---,"$80,030,560.10","1,293,946"
,BNKD957,Fisker Inc.,FSR,<0.01%,Automobile Manufacturers,US,---,"$79,782,510.16","4,138,097"
,2100362,BioCryst Pharmaceuticals Inc.,BCRX,<0.01%,Biotechnology,US,---,"$79,682,826.87","5,040,027"
,B7577T2,Renewable Energy Group Inc.,REGI,<0.01%,Oil & Gas Refining & Marketing,US,---,"$79,667,901.72","1,277,958"
,B7KCD72,Yelp Inc.,YELP,<0.01%,Interactive Media & Services,US,---,"$79,629,890.40","1,992,740"
,B01CGF1,NewMarket Corp.,NEU,<0.01%,Specialty Chemicals,US,---,"$79,461,444.20","246,790"
,2658441,Old National Bancorp/IN,ONB,<0.01%,Regional Banks,US,---,"$79,072,738.98","4,490,218"
,2594222,Herman Miller Inc.,MLHR,<0.01%,Office Services & Supplies,US,---,"$78,938,522.70","1,674,555"
,BZBZ020,Herc Holdings Inc.,HRI,<0.01%,Trading Companies & Distributors,US,---,"$78,820,399.98","703,314"
,B1XGWS3,Continental Resources Inc./OK,CLR,<0.01%,Oil & Gas Exploration & Production,US,---,"$78,552,752.41","2,065,547"
,2862156,United Community Banks Inc./GA,UCBI,<0.01%,Regional Banks,US,---,"$78,547,002.27","2,453,827"
,2191300,American Equity Investment Life Holding Co.,AEL,<0.01%,Life & Health Insurance,US,---,"$78,526,320.32","2,429,651"
,BLDRF10,Inari Medical Inc.,NARI,<0.01%,Health Care Equipment,US,---,"$78,428,797.92","840,789"
,2176608,Columbia Banking System Inc.,COLB,<0.01%,Regional Banks,US,---,"$78,374,973.76","2,032,546"
,2977500,Wolverine World Wide Inc.,WWW,<0.01%,Footwear,US,---,"$78,308,201.20","2,327,830"
,B1T84Z4,Domtar Corp.,UFS,<0.01%,Paper Products,US,---,"$78,218,962.08","1,423,198"
,BYMN2T7,SPX FLOW Inc.,FLOW,<0.01%,Industrial Machinery,US,---,"$78,173,112.36","1,198,239"
,B8GNC91,Matson Inc.,MATX,<0.01%,Marine,US,---,"$78,056,640.00","1,219,635"
,BHZSB82,Covetrus Inc.,CVET,<0.01%,Health Care Distributors,US,---,"$77,993,253.00","2,888,639"
,2165383,California Water Service Group,CWT,<0.01%,Water Utilities,US,---,"$77,943,614.12","1,403,378"
,2012757,Albany International Corp.,AIN,<0.01%,Industrial Machinery,US,---,"$77,847,662.70","872,145"
,BCZM468,Masonite International Corp.,DOOR,<0.01%,Building Products,US,---,"$77,846,643.35","696,365"
,BY2ZKK0,CryoPort Inc.,CYRX,<0.01%,Health Care Equipment,US,---,"$77,299,582.30","1,225,033"
,BF2KYF5,Maxar Technologies Inc.,MAXR,<0.01%,Aerospace & Defense,US,---,"$77,263,922.48","1,935,469"
,2036047,Comfort Systems USA Inc.,FIX,<0.01%,Construction & Engineering,US,---,"$77,165,822.94","979,386"
,B9M9ZZ7,Independent Bank Group Inc.,IBTX,<0.01%,Regional Banks,US,---,"$77,089,897.26","1,042,037"
,BK6S6J8,FuelCell Energy Inc.,FCEL,<0.01%,Electrical Components & Equipment,US,---,"$77,023,181.00","8,654,290"
,BYY9947,Red Rock Resorts Inc.,RRR,<0.01%,Casinos & Gaming,US,---,"$76,867,072.50","1,808,637"
,2814005,Skyline Champion Corp.,SKY,<0.01%,Homebuilding,US,---,"$76,778,863.20","1,440,504"
,BJVR9Y9,iHeartMedia Inc.,IHRT,<0.01%,Broadcasting,US,---,"$76,774,413.84","2,850,888"
,2554163,MGE Energy Inc.,MGEE,<0.01%,Electric Utilities,US,---,"$76,578,289.00","1,028,725"
,B034LG1,Sunstone Hotel Investors Inc.,SHO,<0.01%,Hotel & Resort REITs,US,---,"$76,467,008.88","6,156,764"
,BN7K304,Academy Sports & Outdoors Inc.,ASO,<0.01%,Specialty Stores,US,---,"$76,351,736.00","1,851,400"
,BFTWZY0,Veracyte Inc.,VCYT,<0.01%,Biotechnology,US,---,"$76,317,422.20","1,908,890"
,2721967,Rambus Inc.,RMBS,<0.01%,Semiconductors,US,---,"$76,138,595.24","3,211,244"
,BD9F675,Riot Blockchain Inc.,RIOT,<0.01%,Application Software,US,---,"$76,119,580.65","2,020,695"
,BVGC697,Vista Outdoor Inc.,VSTO,<0.01%,Leisure Products,US,---,"$75,740,320.76","1,636,567"
,BGL0KF5,SITE Centers Corp.,SITC,<0.01%,Retail REITs,US,---,"$75,705,189.30","5,026,905"
,2595612,Minerals Technologies Inc.,MTX,<0.01%,Specialty Chemicals,US,---,"$75,508,488.71","959,813"
,2121352,Group 1 Automotive Inc.,GPI,<0.01%,Automotive Retail,US,---,"$75,460,366.34","488,638"
,2526117,Allegheny Technologies Inc.,ATI,<0.01%,Steel,US,---,"$75,362,116.50","3,614,490"
,B3KFWW1,Transocean Ltd.,RIG,<0.01%,Oil & Gas Drilling,US,---,"$75,298,463.04","16,658,952"
,B3X26D8,Pacira BioSciences Inc.,PCRX,<0.01%,Pharmaceuticals,US,---,"$75,216,804.20","1,239,565"
,2849193,Verint Systems Inc.,VRNT,<0.01%,Application Software,US,---,"$74,986,699.81","1,663,783"
,2160645,CVB Financial Corp.,CVBF,<0.01%,Regional Banks,US,---,"$74,958,100.90","3,640,510"
,2442547,Perficient Inc.,PRFT,<0.01%,IT Consulting & Other Services,US,---,"$74,888,953.66","931,223"
,BWTVWD4,Virtu Financial Inc.,VIRT,<0.01%,Investment Banking & Brokerage,US,---,"$74,850,775.20","2,709,040"
,B7N96Q0,MicroVision Inc.,MVIS,<0.01%,Electronic Equipment & Instruments,US,---,"$74,733,659.25","4,461,711"
,BCT5QQ7,Sorrento Therapeutics Inc.,SRNE,<0.01%,Biotechnology,US,---,"$74,733,640.50","7,712,450"
,2787185,SPX Corp.,SPXC,<0.01%,Industrial Machinery,US,---,"$74,542,459.56","1,220,407"
,2692160,Plexus Corp.,PLXS,<0.01%,Electronic Manufacturing Services,US,---,"$74,523,373.65","815,265"
,2672689,Patterson Cos. Inc.,PDCO,<0.01%,Health Care Distributors,US,---,"$74,504,549.46","2,451,614"
,BMD6Y84,Rocket Cos. Inc.,RKT,<0.01%,Thrifts & Mortgage Finance,US,---,"$74,478,072.60","3,848,996"
,2268130,AAON Inc.,AAON,<0.01%,Building Products,US,---,"$74,354,353.81","1,187,959"
,2503529,World Wrestling Entertainment Inc.,WWE,<0.01%,Movies & Entertainment,US,---,"$74,298,052.15","1,283,435"
,B0J2NS5,iRobot Corp.,IRBT,<0.01%,Household Appliances,US,---,"$74,119,066.89","793,651"
,BN6MG91,Momentive Global Inc.,MNTV,<0.01%,Application Software,US,---,"$73,634,129.66","3,494,738"
,B0650P3,Prestige Consumer Healthcare Inc.,PBH,<0.01%,Pharmaceuticals,US,---,"$73,462,510.90","1,410,029"
,BKLKXD2,O-I Glass Inc.,OI,<0.01%,Metal & Glass Containers,US,---,"$73,170,206.59","4,480,723"
,2296926,First BanCorp/Puerto Rico,FBP,<0.01%,Regional Banks,US,---,"$73,161,097.92","6,137,676"
,2117726,Brady Corp.,BRC,<0.01%,Commercial Printing,US,---,"$73,040,966.88","1,303,372"
,BJ1DBR4,Silvergate Capital Corp.,SI,<0.01%,Regional Banks,US,---,"$72,994,738.04","644,147"
,BJ62Z07,Dicerna Pharmaceuticals Inc.,DRNA,<0.01%,Biotechnology,US,---,"$72,938,879.76","1,954,418"
,BLKNZP5,Primo Water Corp.,PRMW,<0.01%,Soft Drinks,CA,---,"$72,903,835.83","4,357,671"
,2948852,Werner Enterprises Inc.,WERN,<0.01%,Trucking,US,---,"$72,740,649.24","1,633,887"
,2845005,Stepan Co.,SCL,<0.01%,Specialty Chemicals,US,---,"$72,654,986.73","604,099"
,2356585,Fulton Financial Corp.,FULT,<0.01%,Regional Banks,US,---,"$72,408,265.80","4,588,610"
